timestamp,value,metric,owner
2025-06-11 17:41:37,3.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:38,10.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:39,26.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:40,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:41,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:42,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:43,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:44,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:45,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:46,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:47,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:48,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:49,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:50,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:51,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:52,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:53,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
2025-06-11 17:41:54,84.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-69xf4
