timestamp,value,metric,chunk_owner
2025-06-17 19:17:28,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:29,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:30,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:35,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:38,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:42,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:48,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:17:53,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:18:04,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:18:05,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:18:06,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:18:16,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:22:07,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:23:08,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:23:42,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:24:14,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:24:45,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:25:06,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:25:21,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:25:32,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:25:33,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:25:56,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:26:14,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:26:27,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:27:49,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:28:58,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:29:06,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:30:01,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:30:49,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:30:50,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-17 19:18:09,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:20,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:21,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:22,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:23,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:24,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:25,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:26,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:27,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:28,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:29,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:30,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:31,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:32,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:33,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:34,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:35,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:36,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:37,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:38,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:39,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:40,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:41,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:42,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:43,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:44,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:45,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:46,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
2025-06-17 19:18:47,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-25mxd
