timestamp,value,metric,chunk_owner
2025-06-11 14:16:27,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:16:29,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:16:37,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:20:08,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:20:16,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:26:40,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-11 14:16:28,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:29,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:30,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:31,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:32,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:33,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:34,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:35,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:36,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:37,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:38,6.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:39,7.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:40,7.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:41,8.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:42,9.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:43,9.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:44,10.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:45,10.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:46,11.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:47,11.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:48,12.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:49,12.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:50,13.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:51,13.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:52,14.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:53,14.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:54,15.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:55,15.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:56,16.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:57,16.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:58,17.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:16:59,18.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:17:00,18.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:17:01,19.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:17:02,19.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:17:03,19.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
2025-06-11 14:17:04,20.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-bqkq2
